{Instant food products} -> {hamburger meat} (conf: 0.380, supp: 0.003, lift: 11.421, conv: 1.559)
{other vegetables, pastry} -> {frozen vegetables} (conf: 0.104, supp: 0.002, lift: 2.154, conv: 1.062)
{frozen vegetables, pastry} -> {other vegetables} (conf: 0.489, supp: 0.002, lift: 2.529, conv: 1.579)
{frozen vegetables, other vegetables} -> {pastry} (conf: 0.131, supp: 0.002, lift: 1.477, conv: 1.049)
{other vegetables, pip fruit} -> {frozen vegetables} (conf: 0.128, supp: 0.003, lift: 2.670, conv: 1.092)
{frozen vegetables, pip fruit} -> {other vegetables} (conf: 0.458, supp: 0.003, lift: 2.369, conv: 1.489)
{frozen vegetables, other vegetables} -> {pip fruit} (conf: 0.189, supp: 0.003, lift: 2.493, conv: 1.139)
{other vegetables, pork} -> {frozen vegetables} (conf: 0.108, supp: 0.002, lift: 2.245, conv: 1.067)
{frozen vegetables, pork} -> {other vegetables} (conf: 0.365, supp: 0.002, lift: 1.887, conv: 1.270)
{frozen vegetables, other vegetables} -> {pork} (conf: 0.131, supp: 0.002, lift: 2.280, conv: 1.085)
{other vegetables, rolls/buns} -> {frozen vegetables} (conf: 0.100, supp: 0.004, lift: 2.084, conv: 1.058)
{frozen vegetables, rolls/buns} -> {other vegetables} (conf: 0.420, supp: 0.004, lift: 2.171, conv: 1.391)
{frozen vegetables, other vegetables} -> {rolls/buns} (conf: 0.240, supp: 0.004, lift: 1.305, conv: 1.074)
{other vegetables, root vegetables} -> {frozen vegetables} (conf: 0.129, supp: 0.006, lift: 2.677, conv: 1.093)
{frozen vegetables, root vegetables} -> {other vegetables} (conf: 0.526, supp: 0.006, lift: 2.720, conv: 1.703)
{frozen vegetables, other vegetables} -> {root vegetables} (conf: 0.343, supp: 0.006, lift: 3.146, conv: 1.356)
{other vegetables, sausage} -> {frozen vegetables} (conf: 0.106, supp: 0.003, lift: 2.197, conv: 1.064)
{frozen vegetables, sausage} -> {other vegetables} (conf: 0.475, supp: 0.003, lift: 2.453, conv: 1.535)
{frozen vegetables, other vegetables} -> {sausage} (conf: 0.160, supp: 0.003, lift: 1.703, conv: 1.079)
{frozen vegetables, shopping bags} -> {other vegetables} (conf: 0.415, supp: 0.002, lift: 2.143, conv: 1.378)
{frozen vegetables, soda} -> {other vegetables} (conf: 0.376, supp: 0.003, lift: 1.946, conv: 1.293)
{frozen vegetables, other vegetables} -> {soda} (conf: 0.183, supp: 0.003, lift: 1.049, conv: 1.010)
{other vegetables, sugar} -> {frozen vegetables} (conf: 0.189, supp: 0.002, lift: 3.923, conv: 1.173)
{frozen vegetables, sugar} -> {other vegetables} (conf: 0.645, supp: 0.002, lift: 3.334, conv: 2.273)
{frozen vegetables, other vegetables} -> {sugar} (conf: 0.114, supp: 0.002, lift: 3.375, conv: 1.091)
{other vegetables, tropical fruit} -> {frozen vegetables} (conf: 0.116, supp: 0.004, lift: 2.415, conv: 1.077)
{frozen vegetables, tropical fruit} -> {other vegetables} (conf: 0.477, supp: 0.004, lift: 2.464, conv: 1.541)
{frozen vegetables, other vegetables} -> {tropical fruit} (conf: 0.234, supp: 0.004, lift: 2.233, conv: 1.169)
{other vegetables, whipped/sour cream} -> {frozen vegetables} (conf: 0.137, supp: 0.004, lift: 2.855, conv: 1.103)
{frozen vegetables, whipped/sour cream} -> {other vegetables} (conf: 0.500, supp: 0.004, lift: 2.584, conv: 1.613)
{frozen vegetables, other vegetables} -> {whipped/sour cream} (conf: 0.223, supp: 0.004, lift: 3.109, conv: 1.195)
{other vegetables, whole milk} -> {frozen vegetables} (conf: 0.129, supp: 0.010, lift: 2.684, conv: 1.093)
{frozen vegetables, whole milk} -> {other vegetables} (conf: 0.473, supp: 0.010, lift: 2.443, conv: 1.529)
{frozen vegetables, other vegetables} -> {whole milk} (conf: 0.543, supp: 0.010, lift: 2.125, conv: 1.629)
{other vegetables, yogurt} -> {frozen vegetables} (conf: 0.122, supp: 0.005, lift: 2.532, conv: 1.084)
{frozen vegetables, yogurt} -> {other vegetables} (conf: 0.426, supp: 0.005, lift: 2.203, conv: 1.406)
{frozen vegetables, other vegetables} -> {yogurt} (conf: 0.297, supp: 0.005, lift: 2.130, conv: 1.224)
{frozen vegetables, whole milk} -> {pastry} (conf: 0.114, supp: 0.002, lift: 1.286, conv: 1.029)
{frozen vegetables, pastry} -> {whole milk} (conf: 0.489, supp: 0.002, lift: 1.915, conv: 1.458)
{pip fruit, root vegetables} -> {frozen vegetables} (conf: 0.137, supp: 0.002, lift: 2.854, conv: 1.103)
{frozen vegetables, root vegetables} -> {pip fruit} (conf: 0.184, supp: 0.002, lift: 2.435, conv: 1.133)
{frozen vegetables, pip fruit} -> {root vegetables} (conf: 0.292, supp: 0.002, lift: 2.676, conv: 1.258)
{pip fruit, tropical fruit} -> {frozen vegetables} (conf: 0.104, supp: 0.002, lift: 2.172, conv: 1.063)
{frozen vegetables, tropical fruit} -> {pip fruit} (conf: 0.244, supp: 0.002, lift: 3.228, conv: 1.223)
{frozen vegetables, pip fruit} -> {tropical fruit} (conf: 0.292, supp: 0.002, lift: 2.780, conv: 1.264)
{pip fruit, whole milk} -> {frozen vegetables} (conf: 0.125, supp: 0.004, lift: 2.599, conv: 1.088)
{frozen vegetables, whole milk} -> {pip fruit} (conf: 0.184, supp: 0.004, lift: 2.433, conv: 1.133)
{frozen vegetables, pip fruit} -> {whole milk} (conf: 0.514, supp: 0.004, lift: 2.011, conv: 1.532)
{pip fruit, yogurt} -> {frozen vegetables} (conf: 0.119, supp: 0.002, lift: 2.467, conv: 1.080)
{frozen vegetables, yogurt} -> {pip fruit} (conf: 0.172, supp: 0.002, lift: 2.275, conv: 1.117)
{frozen vegetables, pip fruit} -> {yogurt} (conf: 0.292, supp: 0.002, lift: 2.091, conv: 1.215)
{pork, root vegetables} -> {frozen vegetables} (conf: 0.134, supp: 0.002, lift: 2.793, conv: 1.100)
{frozen vegetables, root vegetables} -> {pork} (conf: 0.158, supp: 0.002, lift: 2.739, conv: 1.119)
{frozen vegetables, pork} -> {root vegetables} (conf: 0.286, supp: 0.002, lift: 2.621, conv: 1.247)
{pork, tropical fruit} -> {frozen vegetables} (conf: 0.214, supp: 0.002, lift: 4.456, conv: 1.212)
{frozen vegetables, tropical fruit} -> {pork} (conf: 0.209, supp: 0.002, lift: 3.630, conv: 1.192)
{frozen vegetables, pork} -> {tropical fruit} (conf: 0.286, supp: 0.002, lift: 2.723, conv: 1.253)
{pork, whole milk} -> {frozen vegetables} (conf: 0.142, supp: 0.003, lift: 2.957, conv: 1.110)
{frozen vegetables, whole milk} -> {pork} (conf: 0.154, supp: 0.003, lift: 2.675, conv: 1.114)
{frozen vegetables, pork} -> {whole milk} (conf: 0.492, supp: 0.003, lift: 1.926, conv: 1.466)
{pork, yogurt} -> {frozen vegetables} (conf: 0.191, supp: 0.002, lift: 3.982, conv: 1.177)
{frozen vegetables, yogurt} -> {pork} (conf: 0.148, supp: 0.002, lift: 2.559, conv: 1.105)
{frozen vegetables, pork} -> {yogurt} (conf: 0.286, supp: 0.002, lift: 2.048, conv: 1.205)
{rolls/buns, root vegetables} -> {frozen vegetables} (conf: 0.121, supp: 0.003, lift: 2.523, conv: 1.083)
{frozen vegetables, root vegetables} -> {rolls/buns} (conf: 0.254, supp: 0.003, lift: 1.383, conv: 1.094)
{frozen vegetables, rolls/buns} -> {root vegetables} (conf: 0.290, supp: 0.003, lift: 2.661, conv: 1.255)
{frozen vegetables, sausage} -> {rolls/buns} (conf: 0.356, supp: 0.002, lift: 1.935, conv: 1.267)
{frozen vegetables, rolls/buns} -> {sausage} (conf: 0.210, supp: 0.002, lift: 2.235, conv: 1.147)
{frozen vegetables, soda} -> {rolls/buns} (conf: 0.212, supp: 0.002, lift: 1.151, conv: 1.035)
{frozen vegetables, rolls/buns} -> {soda} (conf: 0.180, supp: 0.002, lift: 1.032, conv: 1.007)
{frozen vegetables, tropical fruit} -> {rolls/buns} (conf: 0.267, supp: 0.002, lift: 1.454, conv: 1.114)
{frozen vegetables, rolls/buns} -> {tropical fruit} (conf: 0.230, supp: 0.002, lift: 2.192, conv: 1.162)
{frozen vegetables, whole milk} -> {rolls/buns} (conf: 0.249, supp: 0.005, lift: 1.352, conv: 1.086)
{frozen vegetables, rolls/buns} -> {whole milk} (conf: 0.500, supp: 0.005, lift: 1.957, conv: 1.489)
{rolls/buns, yogurt} -> {frozen vegetables} (conf: 0.101, supp: 0.003, lift: 2.092, conv: 1.058)
{frozen vegetables, yogurt} -> {rolls/buns} (conf: 0.279, supp: 0.003, lift: 1.515, conv: 1.131)
{frozen vegetables, rolls/buns} -> {yogurt} (conf: 0.340, supp: 0.003, lift: 2.437, conv: 1.304)
{root vegetables, sausage} -> {frozen vegetables} (conf: 0.129, supp: 0.002, lift: 2.688, conv: 1.093)
{frozen vegetables, sausage} -> {root vegetables} (conf: 0.322, supp: 0.002, lift: 2.954, conv: 1.314)
{frozen vegetables, root vegetables} -> {sausage} (conf: 0.167, supp: 0.002, lift: 1.774, conv: 1.087)
{root vegetables, soda} -> {frozen vegetables} (conf: 0.104, supp: 0.002, lift: 2.159, conv: 1.062)
{frozen vegetables, soda} -> {root vegetables} (conf: 0.224, supp: 0.002, lift: 2.051, conv: 1.148)
{frozen vegetables, root vegetables} -> {soda} (conf: 0.167, supp: 0.002, lift: 0.956, conv: 0.991)
{root vegetables, tropical fruit} -> {frozen vegetables} (conf: 0.145, supp: 0.003, lift: 3.013, conv: 1.113)
{frozen vegetables, tropical fruit} -> {root vegetables} (conf: 0.349, supp: 0.003, lift: 3.200, conv: 1.368)
{frozen vegetables, root vegetables} -> {tropical fruit} (conf: 0.263, supp: 0.003, lift: 2.508, conv: 1.215)
{root vegetables, whipped/sour cream} -> {frozen vegetables} (conf: 0.161, supp: 0.003, lift: 3.342, conv: 1.134)
{frozen vegetables, whipped/sour cream} -> {root vegetables} (conf: 0.346, supp: 0.003, lift: 3.176, conv: 1.363)
{frozen vegetables, root vegetables} -> {whipped/sour cream} (conf: 0.237, supp: 0.003, lift: 3.304, conv: 1.216)
{root vegetables, whole milk} -> {frozen vegetables} (conf: 0.127, supp: 0.006, lift: 2.637, conv: 1.090)
{frozen vegetables, whole milk} -> {root vegetables} (conf: 0.303, supp: 0.006, lift: 2.784, conv: 1.279)
{frozen vegetables, root vegetables} -> {whole milk} (conf: 0.535, supp: 0.006, lift: 2.094, conv: 1.601)
{frozen vegetables, yogurt} -> {root vegetables} (conf: 0.205, supp: 0.003, lift: 1.880, conv: 1.121)
{frozen vegetables, root vegetables} -> {yogurt} (conf: 0.219, supp: 0.003, lift: 1.572, conv: 1.102)
{frozen vegetables, whole milk} -> {sausage} (conf: 0.144, supp: 0.003, lift: 1.536, conv: 1.059)
{frozen vegetables, sausage} -> {whole milk} (conf: 0.492, supp: 0.003, lift: 1.924, conv: 1.464)
{sausage, yogurt} -> {frozen vegetables} (conf: 0.104, supp: 0.002, lift: 2.155, conv: 1.062)
{frozen vegetables, yogurt} -> {sausage} (conf: 0.164, supp: 0.002, lift: 1.745, conv: 1.084)
{frozen vegetables, sausage} -> {yogurt} (conf: 0.339, supp: 0.002, lift: 2.430, conv: 1.302)
{frozen vegetables, whole milk} -> {soda} (conf: 0.144, supp: 0.003, lift: 0.827, conv: 0.965)
{frozen vegetables, soda} -> {whole milk} (conf: 0.341, supp: 0.003, lift: 1.335, conv: 1.130)
{soda, yogurt} -> {frozen vegetables} (conf: 0.104, supp: 0.003, lift: 2.164, conv: 1.063)
{frozen vegetables, yogurt} -> {soda} (conf: 0.230, supp: 0.003, lift: 1.316, conv: 1.072)
{frozen vegetables, soda} -> {yogurt} (conf: 0.329, supp: 0.003, lift: 2.361, conv: 1.283)
{sugar, whole milk} -> {frozen vegetables} (conf: 0.122, supp: 0.002, lift: 2.529, conv: 1.084)
{frozen vegetables, sugar} -> {whole milk} (conf: 0.581, supp: 0.002, lift: 2.272, conv: 1.775)
{tropical fruit, whipped/sour cream} -> {frozen vegetables} (conf: 0.169, supp: 0.002, lift: 3.516, conv: 1.146)
{frozen vegetables, whipped/sour cream} -> {tropical fruit} (conf: 0.295, supp: 0.002, lift: 2.810, conv: 1.269)
{frozen vegetables, tropical fruit} -> {whipped/sour cream} (conf: 0.267, supp: 0.002, lift: 3.731, conv: 1.267)
{tropical fruit, whole milk} -> {frozen vegetables} (conf: 0.118, supp: 0.005, lift: 2.449, conv: 1.079)
{frozen vegetables, whole milk} -> {tropical fruit} (conf: 0.244, supp: 0.005, lift: 2.323, conv: 1.184)
{frozen vegetables, tropical fruit} -> {whole milk} (conf: 0.570, supp: 0.005, lift: 2.230, conv: 1.730)
{tropical fruit, yogurt} -> {frozen vegetables} (conf: 0.115, supp: 0.003, lift: 2.383, conv: 1.075)
{frozen vegetables, yogurt} -> {tropical fruit} (conf: 0.270, supp: 0.003, lift: 2.578, conv: 1.227)
{frozen vegetables, tropical fruit} -> {yogurt} (conf: 0.384, supp: 0.003, lift: 2.751, conv: 1.396)
{whipped/sour cream, whole milk} -> {frozen vegetables} (conf: 0.120, supp: 0.004, lift: 2.493, conv: 1.082)
{frozen vegetables, whole milk} -> {whipped/sour cream} (conf: 0.189, supp: 0.004, lift: 2.637, conv: 1.145)
{frozen vegetables, whipped/sour cream} -> {whole milk} (conf: 0.487, supp: 0.004, lift: 1.907, conv: 1.452)
{whipped/sour cream, yogurt} -> {frozen vegetables} (conf: 0.162, supp: 0.003, lift: 3.364, conv: 1.136)
{frozen vegetables, yogurt} -> {whipped/sour cream} (conf: 0.270, supp: 0.003, lift: 3.773, conv: 1.273)
{frozen vegetables, whipped/sour cream} -> {yogurt} (conf: 0.423, supp: 0.003, lift: 3.033, conv: 1.492)
{white bread, whole milk} -> {frozen vegetables} (conf: 0.107, supp: 0.002, lift: 2.228, conv: 1.066)
{frozen vegetables, white bread} -> {whole milk} (conf: 0.514, supp: 0.002, lift: 2.013, conv: 1.533)
{whole milk, yogurt} -> {frozen vegetables} (conf: 0.109, supp: 0.006, lift: 2.264, conv: 1.068)
{frozen vegetables, yogurt} -> {whole milk} (conf: 0.492, supp: 0.006, lift: 1.925, conv: 1.465)
{frozen vegetables, whole milk} -> {yogurt} (conf: 0.299, supp: 0.006, lift: 2.140, conv: 1.227)
{ham, whole milk} -> {fruit/vegetable juice} (conf: 0.195, supp: 0.002, lift: 2.693, conv: 1.152)
{fruit/vegetable juice, ham} -> {whole milk} (conf: 0.579, supp: 0.002, lift: 2.266, conv: 1.768)
{hamburger meat, whole milk} -> {fruit/vegetable juice} (conf: 0.138, supp: 0.002, lift: 1.908, conv: 1.076)
{fruit/vegetable juice, hamburger meat} -> {whole milk} (conf: 0.571, supp: 0.002, lift: 2.236, conv: 1.737)
{hard cheese, other vegetables} -> {fruit/vegetable juice} (conf: 0.215, supp: 0.002, lift: 2.975, conv: 1.182)
{fruit/vegetable juice, hard cheese} -> {other vegetables} (conf: 0.488, supp: 0.002, lift: 2.521, conv: 1.575)
{hard cheese, whole milk} -> {fruit/vegetable juice} (conf: 0.212, supp: 0.002, lift: 2.934, conv: 1.177)
{fruit/vegetable juice, hard cheese} -> {whole milk} (conf: 0.512, supp: 0.002, lift: 2.005, conv: 1.526)
{hard cheese, yogurt} -> {fruit/vegetable juice} (conf: 0.302, supp: 0.002, lift: 4.172, conv: 1.328)
{fruit/vegetable juice, yogurt} -> {hard cheese} (conf: 0.103, supp: 0.002, lift: 4.214, conv: 1.088)
{fruit/vegetable juice, hard cheese} -> {yogurt} (conf: 0.463, supp: 0.002, lift: 3.322, conv: 1.604)
{hygiene articles, yogurt} -> {fruit/vegetable juice} (conf: 0.236, supp: 0.002, lift: 3.266, conv: 1.214)
{fruit/vegetable juice, hygiene articles} -> {yogurt} (conf: 0.447, supp: 0.002, lift: 3.207, conv: 1.557)
{long life bakery product, other vegetables} -> {fruit/vegetable juice} (conf: 0.238, supp: 0.003, lift: 3.293, conv: 1.218)
{fruit/vegetable juice, other vegetables} -> {long life bakery product} (conf: 0.121, supp: 0.003, lift: 3.228, conv: 1.095)
{fruit/vegetable juice, long life bakery product} -> {other vegetables} (conf: 0.410, supp: 0.003, lift: 2.118, conv: 1.367)
{long life bakery product, whole milk} -> {fruit/vegetable juice} (conf: 0.248, supp: 0.003, lift: 3.432, conv: 1.234)
{fruit/vegetable juice, whole milk} -> {long life bakery product} (conf: 0.126, supp: 0.003, lift: 3.366, conv: 1.101)
{fruit/vegetable juice, long life bakery product} -> {whole milk} (conf: 0.541, supp: 0.003, lift: 2.117, conv: 1.622)
{long life bakery product, yogurt} -> {fruit/vegetable juice} (conf: 0.209, supp: 0.002, lift: 2.895, conv: 1.173)
{fruit/vegetable juice, long life bakery product} -> {yogurt} (conf: 0.295, supp: 0.002, lift: 2.115, conv: 1.221)
{margarine, other vegetables} -> {fruit/vegetable juice} (conf: 0.129, supp: 0.003, lift: 1.783, conv: 1.065)
{fruit/vegetable juice, other vegetables} -> {margarine} (conf: 0.121, supp: 0.003, lift: 2.062, conv: 1.071)
{fruit/vegetable juice, margarine} -> {other vegetables} (conf: 0.410, supp: 0.003, lift: 2.118, conv: 1.367)
{margarine, whole milk} -> {fruit/vegetable juice} (conf: 0.139, supp: 0.003, lift: 1.918, conv: 1.077)
{fruit/vegetable juice, whole milk} -> {margarine} (conf: 0.126, supp: 0.003, lift: 2.151, conv: 1.077)
{fruit/vegetable juice, margarine} -> {whole milk} (conf: 0.541, supp: 0.003, lift: 2.117, conv: 1.622)
{margarine, yogurt} -> {fruit/vegetable juice} (conf: 0.164, supp: 0.002, lift: 2.273, conv: 1.110)
{fruit/vegetable juice, yogurt} -> {margarine} (conf: 0.125, supp: 0.002, lift: 2.134, conv: 1.076)
{fruit/vegetable juice, margarine} -> {yogurt} (conf: 0.377, supp: 0.002, lift: 2.703, conv: 1.381)
{napkins, other vegetables} -> {fruit/vegetable juice} (conf: 0.155, supp: 0.002, lift: 2.143, conv: 1.098)
{fruit/vegetable juice, other vegetables} -> {napkins} (conf: 0.106, supp: 0.002, lift: 2.030, conv: 1.060)
{fruit/vegetable juice, napkins} -> {other vegetables} (conf: 0.324, supp: 0.002, lift: 1.672, conv: 1.192)
{napkins, root vegetables} -> {fruit/vegetable juice} (conf: 0.224, supp: 0.002, lift: 3.105, conv: 1.196)
{fruit/vegetable juice, root vegetables} -> {napkins} (conf: 0.186, supp: 0.002, lift: 3.560, conv: 1.165)
{fruit/vegetable juice, napkins} -> {root vegetables} (conf: 0.324, supp: 0.002, lift: 2.968, conv: 1.317)
{napkins, soda} -> {fruit/vegetable juice} (conf: 0.203, supp: 0.002, lift: 2.813, conv: 1.165)
{fruit/vegetable juice, soda} -> {napkins} (conf: 0.133, supp: 0.002, lift: 2.532, conv: 1.092)
{fruit/vegetable juice, napkins} -> {soda} (conf: 0.353, supp: 0.002, lift: 2.024, conv: 1.276)
{napkins, tropical fruit} -> {fruit/vegetable juice} (conf: 0.202, supp: 0.002, lift: 2.794, conv: 1.163)
{fruit/vegetable juice, tropical fruit} -> {napkins} (conf: 0.148, supp: 0.002, lift: 2.829, conv: 1.112)
{fruit/vegetable juice, napkins} -> {tropical fruit} (conf: 0.294, supp: 0.002, lift: 2.803, conv: 1.268)
{napkins, whole milk} -> {fruit/vegetable juice} (conf: 0.165, supp: 0.003, lift: 2.282, conv: 1.111)
{fruit/vegetable juice, whole milk} -> {napkins} (conf: 0.122, supp: 0.003, lift: 2.332, conv: 1.079)
{fruit/vegetable juice, napkins} -> {whole milk} (conf: 0.471, supp: 0.003, lift: 1.842, conv: 1.406)
{napkins, yogurt} -> {fruit/vegetable juice} (conf: 0.215, supp: 0.003, lift: 2.972, conv: 1.182)
{fruit/vegetable juice, yogurt} -> {napkins} (conf: 0.141, supp: 0.003, lift: 2.699, conv: 1.104)
{fruit/vegetable juice, napkins} -> {yogurt} (conf: 0.382, supp: 0.003, lift: 2.741, conv: 1.393)
{newspapers, other vegetables} -> {fruit/vegetable juice} (conf: 0.111, supp: 0.002, lift: 1.529, conv: 1.043)
{fruit/vegetable juice, other vegetables} -> {newspapers} (conf: 0.101, supp: 0.002, lift: 1.271, conv: 1.024)
{fruit/vegetable juice, newspapers} -> {other vegetables} (conf: 0.259, supp: 0.002, lift: 1.340, conv: 1.089)
{newspapers, rolls/buns} -> {fruit/vegetable juice} (conf: 0.103, supp: 0.002, lift: 1.426, conv: 1.034)
{fruit/vegetable juice, rolls/buns} -> {newspapers} (conf: 0.140, supp: 0.002, lift: 1.752, conv: 1.070)
{fruit/vegetable juice, newspapers} -> {rolls/buns} (conf: 0.247, supp: 0.002, lift: 1.342, conv: 1.084)
{newspapers, soda} -> {fruit/vegetable juice} (conf: 0.167, supp: 0.002, lift: 2.305, conv: 1.113)
{fruit/vegetable juice, soda} -> {newspapers} (conf: 0.133, supp: 0.002, lift: 1.661, conv: 1.061)
{fruit/vegetable juice, newspapers} -> {soda} (conf: 0.296, supp: 0.002, lift: 1.699, conv: 1.173)
{fruit/vegetable juice, newspapers} -> {whole milk} (conf: 0.259, supp: 0.002, lift: 1.015, conv: 1.005)
{newspapers, yogurt} -> {fruit/vegetable juice} (conf: 0.152, supp: 0.002, lift: 2.107, conv: 1.094)
{fruit/vegetable juice, yogurt} -> {newspapers} (conf: 0.125, supp: 0.002, lift: 1.566, conv: 1.052)
{fruit/vegetable juice, newspapers} -> {yogurt} (conf: 0.284, supp: 0.002, lift: 2.035, conv: 1.202)
{oil, other vegetables} -> {fruit/vegetable juice} (conf: 0.214, supp: 0.002, lift: 2.964, conv: 1.181)
{fruit/vegetable juice, other vegetables} -> {oil} (conf: 0.101, supp: 0.002, lift: 3.615, conv: 1.082)
{fruit/vegetable juice, oil} -> {other vegetables} (conf: 0.568, supp: 0.002, lift: 2.933, conv: 1.865)
{oil, root vegetables} -> {fruit/vegetable juice} (conf: 0.261, supp: 0.002, lift: 3.609, conv: 1.255)
{fruit/vegetable juice, root vegetables} -> {oil} (conf: 0.153, supp: 0.002, lift: 5.436, conv: 1.147)
{fruit/vegetable juice, oil} -> {root vegetables} (conf: 0.486, supp: 0.002, lift: 4.463, conv: 1.735)
{oil, whole milk} -> {fruit/vegetable juice} (conf: 0.171, supp: 0.002, lift: 2.368, conv: 1.119)
{fruit/vegetable juice, oil} -> {whole milk} (conf: 0.514, supp: 0.002, lift: 2.010, conv: 1.530)
{onions, other vegetables} -> {fruit/vegetable juice} (conf: 0.129, supp: 0.002, lift: 1.778, conv: 1.065)
{fruit/vegetable juice, onions} -> {other vegetables} (conf: 0.486, supp: 0.002, lift: 2.514, conv: 1.571)
{onions, yogurt} -> {fruit/vegetable juice} (conf: 0.239, supp: 0.002, lift: 3.312, conv: 1.220)
{fruit/vegetable juice, onions} -> {yogurt} (conf: 0.459, supp: 0.002, lift: 3.294, conv: 1.592)
{other vegetables, pastry} -> {fruit/vegetable juice} (conf: 0.126, supp: 0.003, lift: 1.745, conv: 1.062)
{fruit/vegetable juice, pastry} -> {other vegetables} (conf: 0.333, supp: 0.003, lift: 1.723, conv: 1.210)
{fruit/vegetable juice, other vegetables} -> {pastry} (conf: 0.135, supp: 0.003, lift: 1.520, conv: 1.054)
{other vegetables, pip fruit} -> {fruit/vegetable juice} (conf: 0.167, supp: 0.004, lift: 2.314, conv: 1.114)
{fruit/vegetable juice, pip fruit} -> {other vegetables} (conf: 0.457, supp: 0.004, lift: 2.364, conv: 1.487)
{fruit/vegetable juice, other vegetables} -> {pip fruit} (conf: 0.208, supp: 0.004, lift: 2.746, conv: 1.167)
{other vegetables, pork} -> {fruit/vegetable juice} (conf: 0.117, supp: 0.003, lift: 1.624, conv: 1.051)
{fruit/vegetable juice, pork} -> {other vegetables} (conf: 0.521, supp: 0.003, lift: 2.692, conv: 1.683)
{fruit/vegetable juice, other vegetables} -> {pork} (conf: 0.121, supp: 0.003, lift: 2.095, conv: 1.072)
{other vegetables, rolls/buns} -> {fruit/vegetable juice} (conf: 0.103, supp: 0.004, lift: 1.420, conv: 1.034)
{fruit/vegetable juice, rolls/buns} -> {other vegetables} (conf: 0.301, supp: 0.004, lift: 1.554, conv: 1.153)
{fruit/vegetable juice, other vegetables} -> {rolls/buns} (conf: 0.208, supp: 0.004, lift: 1.129, conv: 1.030)
{other vegetables, root vegetables} -> {fruit/vegetable juice} (conf: 0.139, supp: 0.007, lift: 1.929, conv: 1.078)
{fruit/vegetable juice, root vegetables} -> {other vegetables} (conf: 0.551, supp: 0.007, lift: 2.847, conv: 1.796)
{fruit/vegetable juice, other vegetables} -> {root vegetables} (conf: 0.314, supp: 0.007, lift: 2.881, conv: 1.299)
{other vegetables, salty snack} -> {fruit/vegetable juice} (conf: 0.208, supp: 0.002, lift: 2.871, conv: 1.171)
{fruit/vegetable juice, salty snack} -> {other vegetables} (conf: 0.373, supp: 0.002, lift: 1.927, conv: 1.286)
{fruit/vegetable juice, other vegetables} -> {salty snack} (conf: 0.106, supp: 0.002, lift: 2.810, conv: 1.077)
{other vegetables, sausage} -> {fruit/vegetable juice} (conf: 0.128, supp: 0.003, lift: 1.775, conv: 1.064)
{fruit/vegetable juice, sausage} -> {other vegetables} (conf: 0.343, supp: 0.003, lift: 1.775, conv: 1.228)
{fruit/vegetable juice, other vegetables} -> {sausage} (conf: 0.164, supp: 0.003, lift: 1.748, conv: 1.084)
{other vegetables, shopping bags} -> {fruit/vegetable juice} (conf: 0.123, supp: 0.003, lift: 1.699, conv: 1.058)
{fruit/vegetable juice, shopping bags} -> {other vegetables} (conf: 0.267, supp: 0.003, lift: 1.378, conv: 1.100)
{fruit/vegetable juice, other vegetables} -> {shopping bags} (conf: 0.135, supp: 0.003, lift: 1.373, conv: 1.042)
{other vegetables, sliced cheese} -> {fruit/vegetable juice} (conf: 0.202, supp: 0.002, lift: 2.798, conv: 1.163)
{fruit/vegetable juice, sliced cheese} -> {other vegetables} (conf: 0.439, supp: 0.002, lift: 2.269, conv: 1.438)
{other vegetables, soda} -> {fruit/vegetable juice} (conf: 0.137, supp: 0.004, lift: 1.890, conv: 1.075)
{fruit/vegetable juice, soda} -> {other vegetables} (conf: 0.243, supp: 0.004, lift: 1.256, conv: 1.066)
{fruit/vegetable juice, other vegetables} -> {soda} (conf: 0.213, supp: 0.004, lift: 1.219, conv: 1.048)
{other vegetables, sugar} -> {fruit/vegetable juice} (conf: 0.189, supp: 0.002, lift: 2.610, conv: 1.143)
{fruit/vegetable juice, sugar} -> {other vegetables} (conf: 0.426, supp: 0.002, lift: 2.199, conv: 1.404)
{other vegetables, tropical fruit} -> {fruit/vegetable juice} (conf: 0.184, supp: 0.007, lift: 2.547, conv: 1.137)
{fruit/vegetable juice, tropical fruit} -> {other vegetables} (conf: 0.481, supp: 0.007, lift: 2.488, conv: 1.555)
{fruit/vegetable juice, other vegetables} -> {tropical fruit} (conf: 0.314, supp: 0.007, lift: 2.993, conv: 1.305)
{other vegetables, whipped/sour cream} -> {fruit/vegetable juice} (conf: 0.148, supp: 0.004, lift: 2.046, conv: 1.089)
{fruit/vegetable juice, whipped/sour cream} -> {other vegetables} (conf: 0.472, supp: 0.004, lift: 2.439, conv: 1.527)
{fruit/vegetable juice, other vegetables} -> {whipped/sour cream} (conf: 0.203, supp: 0.004, lift: 2.831, conv: 1.165)
{other vegetables, white bread} -> {fruit/vegetable juice} (conf: 0.207, supp: 0.003, lift: 2.869, conv: 1.170)
{fruit/vegetable juice, white bread} -> {other vegetables} (conf: 0.384, supp: 0.003, lift: 1.982, conv: 1.308)
{fruit/vegetable juice, other vegetables} -> {white bread} (conf: 0.135, supp: 0.003, lift: 3.213, conv: 1.108)
{other vegetables, whole milk} -> {fruit/vegetable juice} (conf: 0.140, supp: 0.010, lift: 1.936, conv: 1.079)
